County,state,Life Expectancy Rank,Life Expectancy,Tax Rank,Tax Rate,overall rank
Kaufman, TX,2125,76.4375,403,0.08125,2528
Boyd, NE,882,79.2,1646,0.058333333333333334,2528
Indiana, PA,1032,78.82000000000001,1497,0.06,2529
Victoria, TX,1664,77.46818181818182,866,0.07250000000000001,2530
Greene, NC,1831,77.075,700,0.07556129032258065,2531
Whitfield, GA,1613,77.59444444444445,918,0.07166666666666667,2531
Sully, SD,807,79.4,1724,0.055,2531
Amite, MS,1468,77.89999999999999,1064,0.07,2532
Murray, OK,1929,76.89999999999999,604,0.0775,2533
Valley, NE,703,79.69999999999999,1830,0.02888888888888889,2533
Posey, IN,1474,77.88571428571429,1059,0.07,2533
Cass, IA,1594,77.62,942,0.07119724770642202,2536
Charlton, GA,2047,76.6,490,0.08,2537
Sanilac, MI,1071,78.73333333333333,1466,0.060000000000000005,2537
Clark, MO,1940,76.86666666666667,597,0.0775421511627907,2537
Faulkner, AR,2298,76.00869565217391,244,0.08715909090909091,2542
Essex, VT,1301,78.26666666666667,1242,0.06678658536585366,2543
Greene, MO,1843,77.05689655172414,700,0.07556129032258065,2543
Columbia, GA,1250,78.38333333333334,1296,0.06519512195121951,2546
Davidson, NC,2327,75.946875,220,0.08855263157894737,2547
Webster, GA,1636,77.55,913,0.07177315789473684,2549
Garden, NE,1240,78.4,1311,0.065,2551
Lee, AL,1638,77.54782608695652,914,0.07177314814814816,2552
Campbell, WY,1221,78.42,1332,0.06412857142857142,2553
Bedford, PA,1151,78.58181818181818,1405,0.062130952380952384,2556
Dickinson, KS,1422,77.98333333333333,1134,0.06947916666666666,2556
Mason, MI,1430,77.9625,1127,0.06961627906976744,2557
Sabine, TX,2376,75.8,181,0.09213636363636364,2557
Natrona, WY,768,79.52941176470588,1790,0.05125,2558
Hockley, TX,1947,76.85714285714286,613,0.0775,2560
Calhoun, GA,1819,77.1,746,0.0747945205479452,2565
Pinellas, FL,1582,77.64859813084112,983,0.07020833333333333,2565
Logan, NE,1607,77.6,958,0.07082978723404255,2565
Montgomery, GA,1719,77.33333333333333,848,0.07286875,2567
Bristol, MA,1192,78.48852459016393,1376,0.06283333333333332,2568
Orange, IN,1862,77.01666666666667,706,0.07546696035242291,2568
Knox, MO,1713,77.35,855,0.07269469026548672,2568
Stillwater, MT,668,79.76666666666667,1900,0.0,2568
Adams, CO,1427,77.97752808988764,1141,0.06934623655913978,2568
Hanover, VA,1114,78.66363636363636,1455,0.060000000000000005,2569
Henrico, VA,1107,78.67966101694915,1462,0.060000000000000005,2569
Oakland, MI,974,78.96327160493827,1595,0.06,2569
Limestone, TX,2179,76.3,393,0.08166666666666667,2572
Ouachita, AR,2493,75.45,79,0.10636923076923077,2572
Treutlen, GA,2048,76.6,524,0.08,2572
Hardy, WV,1186,78.5,1387,0.0625,2573
Sebastian, AR,2414,75.7,160,0.09428571428571429,2574
Carbon, MT,777,79.5,1797,0.04672093023255814,2574
Tehama, CA,1738,77.2909090909091,837,0.07303571428571429,2575
Traverse, MN,1411,78.0,1165,0.06875,2576
Covington, VA,2322,75.95,256,0.08692307692307694,2578
Gilchrist, FL,1705,77.36,873,0.07250000000000001,2578
Union, IA,1428,77.975,1154,0.06893890909090909,2582
Carteret, NC,1380,78.071875,1202,0.06764705882352942,2582
Okeechobee, FL,1844,77.05555555555556,738,0.075,2582
Kern, CA,1956,76.83134328358209,627,0.07718085106382978,2583
Yamhill, OR,735,79.61176470588236,1848,0.0,2583
Scott, MO,1776,77.19999999999999,808,0.07363571428571429,2584
Lafourche, LA,2464,75.55714285714286,123,0.09736363636363636,2587
Dade, MO,1750,77.25,838,0.07302777777777777,2588
Long, GA,2122,76.44999999999999,467,0.08,2589
Lawrence, PA,1880,76.98928571428571,709,0.0754010989010989,2589
Elk, PA,1270,78.33333333333333,1320,0.065,2590
Union, IN,1438,77.94999999999999,1154,0.06893890909090909,2592
Fauquier, VA,855,79.26875,1739,0.0545,2594
Coleman, TX,1668,77.46666666666665,927,0.07138888888888889,2595
Fisher, TX,1491,77.85,1106,0.07,2597
Cassia, ID,1110,78.66666666666667,1488,0.06,2598
Yuma, AZ,1364,78.11521739130436,1235,0.067005,2599
Harford, MD,1035,78.81176470588235,1565,0.06,2600
Dyer, TN,2483,75.4875,117,0.09749999999999999,2600
Chaves, NM,1788,77.16875,812,0.07351157142857143,2600
Lancaster, VA,1246,78.39999999999999,1354,0.06343877551020408,2600
Craighead, AR,2383,75.78235294117647,219,0.08865384615384617,2602
Clinton, IN,1642,77.5375,964,0.0707139175257732,2606
Richland, MT,1349,78.15,1257,0.0663134328358209,2606
Essex, NJ,1366,78.113,1242,0.06678658536585366,2608
Sanders, MT,760,79.56666666666666,1849,0.0,2609
Jasper, IN,1790,77.1625,819,0.07338983050847457,2609
Yell, AR,2350,75.88,260,0.0865909090909091,2610
Hettinger, ND,1871,77.0,740,0.075,2611
Pulaski, IN,1846,77.05,766,0.07433846153846153,2612
Mississippi, MO,2421,75.65,191,0.09151315789473684,2612
Dodge, NE,1219,78.42222222222222,1395,0.06231250000000001,2614
Lee, MS,1700,77.37222222222222,914,0.07177314814814816,2614
Lawrence, AR,1906,76.95,709,0.0754010989010989,2615
Coweta, GA,1714,77.34736842105262,902,0.07222222222222223,2616
Camas, ID,1096,78.7,1520,0.06,2616
Bowman, ND,954,79.0,1662,0.0575,2616
Walworth, WI,950,79.01052631578948,1667,0.05722222222222222,2617
Meigs, OH,1991,76.75,626,0.07718749999999999,2617
Lake, MI,1260,78.35,1357,0.06337074829931973,2617
Rosebud, MT,771,79.525,1847,0.0,2618
Greene, IL,1921,76.92,700,0.07556129032258065,2621
Jackson, MI,1812,77.11891891891892,810,0.0736028409090909,2622
Drew, AR,2463,75.56,159,0.094375,2622
Montcalm, MI,1103,78.68461538461538,1519,0.06,2622
Alamance, NC,1445,77.94,1178,0.0685,2623
Linn, IA,831,79.32954545454545,1792,0.05006481481481481,2623
Pope, AR,2113,76.46363636363637,511,0.08,2624
Webster, NE,1711,77.35,913,0.07177315789473684,2624
Allen, OH,1932,76.88333333333334,692,0.0757844827586207,2624
Marquette, MI,980,78.95,1647,0.058333333333333334,2627
Fergus, MT,763,79.55,1867,0.0,2630
Shelby, MO,2319,75.96666666666665,311,0.08355,2630
Porter, IN,1575,77.66071428571429,1055,0.07,2630
Marinette, WI,909,79.13636363636364,1722,0.055,2631
Strafford, NH,773,79.51363636363637,1859,0.0,2632
Dallam, TX,1753,77.25,879,0.0725,2632
Jack, TX,1964,76.8,670,0.07625,2634
Worth, MO,1874,77.0,760,0.07447368421052632,2634
Polk, MO,1486,77.85,1149,0.06916129032258064,2635
Vilas, WI,946,79.02000000000001,1691,0.05541666666666667,2637
Callahan, TX,2128,76.43333333333334,510,0.08,2638
Knox, OH,1784,77.175,855,0.07269469026548672,2639
Roanoke, VA,863,79.25294117647059,1776,0.053,2639
Pitt, NC,1553,77.71379310344827,1088,0.07,2641
Goochland, VA,1196,78.475,1445,0.060000000000000005,2641
Cumberland, IL,1300,78.26666666666667,1342,0.06369392523364485,2642
Audubon, IA,1649,77.5,996,0.07,2645
Erie, OH,2055,76.58888888888889,590,0.07789351851851851,2645
Claiborne, LA,2413,75.7,234,0.08765625,2647
Burke, ND,1409,78.0,1238,0.0668421052631579,2647
Eaton, MI,1036,78.81111111111112,1611,0.05999999999999999,2647
Yuba, CA,2317,75.96923076923078,330,0.0825,2647
Hocking, OH,1756,77.24285714285713,892,0.0725,2648
Camden, NJ,1509,77.80560000000001,1139,0.06938679245283019,2648
Barron, WI,947,79.02000000000001,1702,0.055,2649
Prowers, CO,1017,78.86,1633,0.059000000000000004,2650
Jennings, IN,1574,77.66666666666667,1078,0.07,2652
Rice, KS,2031,76.63333333333334,621,0.07733333333333332,2652
Franklin, KS,1797,77.14000000000001,856,0.07268389830508475,2653
Tyler, TX,1809,77.12,844,0.07291666666666667,2653
Clark, IL,2057,76.575,597,0.0775421511627907,2654
Dorchester, SC,1406,78.00434782608696,1250,0.06666666666666667,2656
Hunt, TX,2294,76.02105263157894,363,0.0825,2657
Lowndes, MS,2280,76.06153846153846,377,0.08215909090909092,2657
Anderson, SC,2079,76.52051282051282,578,0.07830882352941176,2657
Kleberg, TX,2056,76.58,602,0.0775,2658
Essex, VA,1416,78.0,1242,0.06678658536585366,2658
Evangeline, LA,2573,75.2,85,0.1045,2658
Miller, MO,2095,76.5,564,0.07869642857142857,2659
Pecos, TX,1514,77.8,1145,0.06916666666666667,2659
Crittenden, KY,2486,75.475,175,0.09270833333333334,2661
Lyon, KY,1823,77.1,840,0.07302272727272727,2663
Ionia, MI,1166,78.53333333333333,1498,0.06,2664
Merrimack, NH,775,79.50285714285714,1890,0.0,2665
Oktibbeha, MS,1630,77.5625,1037,0.07,2667
Taney, MO,1857,77.03,811,0.07358333333333333,2668
Hoonah-Angoon, AK,842,79.3,1827,0.030833333333333334,2669
Johnson, GA,2227,76.2,442,0.0802436440677966,2669
Defiance, OH,1530,77.76666666666667,1140,0.069375,2670
Woods, OK,2000,76.73333333333333,671,0.07625,2671
Door, WI,995,78.9,1677,0.056499999999999995,2672
Ashe, NC,1658,77.48333333333333,1016,0.07,2674
Barnes, ND,977,78.95,1698,0.055,2675
Oglethorpe, GA,2225,76.2,451,0.08,2676
Woodbury, IA,1665,77.468,1011,0.07,2676
Anderson, TN,2099,76.4875,578,0.07830882352941176,2677
Ransom, ND,1516,77.8,1161,0.06875,2677
Ottawa, KS,1752,77.25,926,0.0715,2678
Mahnomen, MN,1777,77.19999999999999,901,0.07225,2678
Lamb, TX,1828,77.08,850,0.07285714285714286,2678
Charlottesville, VA,915,79.11,1766,0.053,2681
Franklin, MO,1825,77.09411764705882,856,0.07268389830508475,2681
Brooks, TX,2121,76.45,561,0.07875,2682
Andrews, TX,2314,75.97500000000001,368,0.0825,2682
Sweetwater, WY,890,79.17777777777778,1794,0.05,2684
Bryan, OK,1923,76.91818181818182,761,0.074453125,2684
Ohio, IN,1261,78.35,1424,0.0611764705882353,2685
Trinity, TX,1798,77.14,888,0.0725,2686
York, PA,1258,78.3625,1428,0.06084158415841584,2686
Paulding, GA,1778,77.19375,909,0.07192307692307692,2687
Granville, NC,1500,77.82727272727273,1187,0.06833333333333334,2687
Marquette, WI,1043,78.8,1647,0.058333333333333334,2690
Oconto, WI,978,78.95,1713,0.055,2691
Cabarrus, NC,1730,77.3027027027027,962,0.07071428571428572,2692
Morrill, NE,1180,78.5,1514,0.06,2694
Vermilion, LA,2118,76.45,577,0.07831666666666666,2695
Marion, KS,1370,78.10000000000001,1325,0.0644179292929293,2695
Kearney, NE,1282,78.3,1414,0.06166666666666667,2696
Benzie, MI,1097,78.7,1599,0.06,2696
Caldwell, KY,2109,76.46666666666667,588,0.07795,2697
Franklin, NC,1841,77.05833333333334,856,0.07268389830508475,2697
Irwin, GA,2228,76.2,470,0.08,2698
Creek, OK,2546,75.27619047619048,153,0.09486000000000001,2699
Sequoyah, OK,2528,75.33333333333333,172,0.09292,2700
Sevier, TN,2371,75.82352941176471,329,0.08259782608695652,2700
Knox, TX,1845,77.05000000000001,855,0.07269469026548672,2700
Outagamie, WI,968,78.98285714285714,1734,0.055,2702
Licking, OH,1859,77.02903225806452,843,0.07294117647058823,2702
Limestone, AL,2312,75.98125,393,0.08166666666666667,2705
Cherokee, TX,2120,76.45,586,0.07801886792452829,2706
Culberson, TX,1775,77.2,933,0.07125000000000001,2708
Searcy, AR,2444,75.60000000000001,265,0.08642857142857142,2709
Cuyahoga, OH,2203,76.25062034739454,506,0.08,2709
Lincoln, WI,1293,78.28888888888889,1416,0.06164468599033816,2709
Waldo, ME,1002,78.8875,1708,0.055,2710
Sullivan, IN,1451,77.92,1259,0.0662575,2710
Huntington, IN,1619,77.57777777777778,1092,0.07,2711
Clermont, OH,1592,77.6236842105263,1122,0.06975,2714
Love, OK,2262,76.10000000000001,453,0.08,2715
Vermillion, IN,1683,77.42,1033,0.07,2716
Aransas, TX,2170,76.32000000000001,546,0.07916666666666666,2716
Montgomery, AR,1868,77.0,848,0.07286875,2716
Fannin, TX,2015,76.67777777777778,702,0.07552631578947369,2717
Alexander, NC,1786,77.17142857142858,931,0.07125000000000001,2717
Morris, TX,1546,77.73333333333333,1171,0.06863559322033898,2717
Unicoi, TN,2597,75.15,120,0.09749999999999999,2717
Titus, TX,2073,76.5375,644,0.07666666666666667,2717
Perry, IL,1741,77.28333333333333,977,0.07039814814814815,2718
Newton, TX,1957,76.825,762,0.07444021739130435,2719
Falls, TX,2129,76.43333333333334,591,0.0778125,2720
Union, GA,1566,77.675,1154,0.06893890909090909,2720
Weston, WY,1045,78.8,1675,0.056666666666666664,2720
Wyandotte, KS,2591,75.16545454545455,131,0.096625,2722
Bradley, TN,2576,75.19473684210527,147,0.09555555555555556,2723
Brown, IN,1490,77.85,1234,0.06707142857142857,2724
Decatur, TN,2180,76.3,544,0.07923076923076923,2724
Texas, MO,2105,76.475,620,0.0774047619047619,2725
Banks, GA,2216,76.225,509,0.08,2725
Obion, TN,2615,75.1,112,0.0975,2727
Barber, KS,2160,76.35,568,0.07857142857142858,2728
Hillsborough, NH,933,79.05975609756098,1799,0.046348314606741575,2732
Tooele, UT,1496,77.8375,1237,0.066875,2733
Sheboygan, WI,1001,78.892,1733,0.055,2734
Pawnee, OK,2149,76.38000000000001,587,0.07796875,2736
Isabella, MI,1214,78.43076923076923,1523,0.06,2737
Barry, MO,1979,76.77142857142857,759,0.074475,2738
Oxford, ME,990,78.925,1749,0.05338235294117647,2739
Beadle, SD,1058,78.76666666666667,1682,0.05625,2740
Oklahoma, OK,2516,75.36697674418605,225,0.08827403846153846,2741
Logan, IL,1783,77.175,958,0.07082978723404255,2741
Floyd, VA,1385,78.06666666666666,1356,0.0634051724137931,2741
Angelina, TX,2305,76.0,437,0.08035714285714286,2742
Hamilton, TN,2187,76.28108108108108,556,0.07876492537313433,2743
Perry, OH,1768,77.2,977,0.07039814814814815,2745
Fredericksburg, VA,975,78.96000000000001,1770,0.053,2745
Hampshire, WV,1355,78.14,1393,0.06244186046511628,2748
Jefferson, FL,2088,76.5,661,0.0763845822102426,2749
Winston, MS,2478,75.5,272,0.08611111111111111,2750
Lonoke, AR,2649,75.0,101,0.09847222222222222,2750
Richland, IL,1494,77.84,1257,0.0663134328358209,2751
Houston, AL,2318,75.96818181818182,433,0.08039285714285715,2751
Sitka, AK,959,79.0,1793,0.05,2752
Suffolk, VA,2215,76.22692307692307,540,0.07948333333333334,2755
Wapello, IA,1727,77.30909090909091,1029,0.07,2756
Jerome, ID,1205,78.46,1553,0.06,2758
Pike, GA,1785,77.175,973,0.07047522522522523,2758
Mason, WA,1633,77.55833333333334,1127,0.06961627906976744,2760
Berkeley, WV,2182,76.29285714285713,579,0.0782608695652174,2761
Lake, OH,1405,78.00714285714285,1357,0.06337074829931973,2762
Cheatham, TN,2651,75.0,111,0.0975,2762
Perry, PA,1787,77.17,977,0.07039814814814815,2764
McDonald, MO,1977,76.775,788,0.07375000000000001,2765
Green, WI,1092,78.7,1676,0.056499999999999995,2768
Huron, MI,1485,77.86,1284,0.06572916666666666,2769
Jefferson, MO,2108,76.46829268292683,661,0.0763845822102426,2769
Mifflin, PA,1148,78.59166666666667,1623,0.05999999999999999,2771
Monroe, MI,1817,77.10263157894737,954,0.0708915343915344,2771
Tuscaloosa, AL,2644,75.02142857142857,129,0.0968421052631579,2773
Gray, TX,2245,76.15714285714286,528,0.07977777777777778,2773
Nowata, OK,2522,75.35,254,0.08700000000000001,2776
Moffat, CO,1450,77.925,1326,0.0644,2776
Terry, TX,2229,76.2,547,0.07916666666666666,2776
Lawrence, MO,2067,76.55714285714285,709,0.0754010989010989,2776
Marengo, AL,2574,75.2,203,0.09,2777
Hitchcock, NE,1041,78.8,1736,0.055,2777
Greene, IN,2077,76.53333333333333,700,0.07556129032258065,2777
Tillman, OK,2616,75.1,161,0.09428571428571429,2777
Miller, GA,2214,76.23333333333333,564,0.07869642857142857,2778
Northumberland, VA,1135,78.60000000000001,1644,0.058499999999999996,2779
Jones, NC,1818,77.10000000000001,961,0.07073529411764706,2779
Price, WI,1052,78.78,1729,0.055,2781
Stutsman, ND,1128,78.61666666666667,1655,0.058076923076923075,2783
Baxter, AR,2552,75.2625,231,0.0878409090909091,2783
Refugio, TX,1992,76.75,793,0.07375,2785
Mora, NM,1560,77.7,1226,0.06734341666666667,2786
Brevard, FL,1725,77.31481481481481,1063,0.07,2788
Fallon, MT,923,79.1,1866,0.0,2789
Winkler, TX,2459,75.56666666666666,332,0.0825,2791
Lee, VA,1877,77.0,914,0.07177314814814816,2791
Iberia, LA,2608,75.11428571428571,184,0.09200000000000001,2792
Lowndes, GA,2416,75.692,377,0.08215909090909092,2793
Washington, AR,1452,77.92,1341,0.06370809523809524,2793
Lamar, MS,2173,76.3125,622,0.07728260869565218,2795
Tuscola, MI,1317,78.21538461538461,1479,0.06,2796
Missoula, MT,907,79.13888888888889,1889,0.0,2796
Henry, IN,2030,76.63846153846154,767,0.07433333333333333,2797
Berks, PA,1202,78.46477272727272,1597,0.06,2799
Beauregard, LA,2653,75.0,146,0.09575,2799
Hale, AL,2484,75.48333333333333,315,0.0834090909090909,2799
Sedgwick, CO,2270,76.1,531,0.07971739130434782,2801
Matanuska-Susitna, AK,964,78.98695652173913,1839,0.009545454545454544,2803
Gosper, NE,1239,78.4,1564,0.06,2803
Wayne, PA,1547,77.73333333333333,1256,0.0663180751173709,2803
Monroe, GA,1850,77.03999999999999,954,0.0708915343915344,2804
Walker, GA,2502,75.41538461538461,304,0.08394230769230769,2806
Sabine, LA,2625,75.07142857142857,181,0.09213636363636364,2806
Middlesex, VA,1437,77.95,1371,0.0629205298013245,2808
Kent, RI,1008,78.87027027027027,1800,0.04531746031746032,2808
Hamilton, OH,2253,76.13596059113301,556,0.07876492537313433,2809
Allegany, MD,2168,76.32173913043479,641,0.07666666666666667,2809
Crawford, IL,1869,77.0,941,0.07122193877551021,2810
Gregg, TX,2477,75.51666666666667,334,0.0825,2811
Adams, IL,1670,77.45555555555556,1141,0.06934623655913978,2811
Tift, GA,2339,75.92222222222222,473,0.08,2812
Sharp, AR,2681,74.9,132,0.09660714285714286,2813
Bell, TX,1995,76.74615384615385,818,0.07339285714285715,2813
Cannon, TN,2704,74.8,109,0.0975,2813
Wakulla, FL,2071,76.55,743,0.075,2814
Kent, MD,1015,78.86,1800,0.04531746031746032,2815
Franklin, VA,1959,76.81,856,0.07268389830508475,2815
Cullman, AL,2600,75.15,216,0.08875,2816
McMinn, TN,2694,74.82222222222222,122,0.09749999999999999,2816
Iroquois, IL,1531,77.76666666666667,1286,0.06565217391304348,2817
Frederick, VA,1164,78.53846153846153,1654,0.058249999999999996,2818
Butler, KS,1620,77.57692307692308,1198,0.06784114583333334,2818
Marshall, IL,2005,76.72,814,0.07348033707865169,2819
Rhea, TN,2708,74.78333333333333,114,0.0975,2822
Robertson, TN,2556,75.25,266,0.08633333333333333,2822
Gloucester, VA,1545,77.7375,1277,0.06591379310344828,2822
Somerset, PA,1387,78.05714285714286,1436,0.060455729166666666,2823
Jefferson, NE,2162,76.33333333333333,661,0.0763845822102426,2823
Juneau, WI,1078,78.72857142857143,1745,0.054090909090909085,2823
Miami, IN,2165,76.33,659,0.07644000000000001,2824
Dauphin, PA,1381,78.06923076923077,1444,0.060000000000000005,2825
Conway, AR,2632,75.05,193,0.09125,2825
Labette, KS,2599,75.15,227,0.08821428571428572,2826
Chippewa, MI,1386,78.06363636363636,1440,0.06029166666666667,2826
Rock, IL,1400,78.02051282051282,1426,0.06098958333333334,2826
Cherokee, NC,2241,76.17142857142858,586,0.07801886792452829,2827
Walworth, SD,1161,78.55000000000001,1667,0.05722222222222222,2828
Autauga, AL,2533,75.32000000000001,295,0.08499999999999999,2828
Gulf, FL,2096,76.5,733,0.075,2829
Liberty, MT,1465,77.9,1365,0.06307692307692309,2830
Ashland, OH,1453,77.91818181818182,1378,0.06277777777777778,2831
Shasta, CA,1978,76.77446808510639,854,0.07270833333333333,2832
Newton, IN,2070,76.55,762,0.07444021739130435,2832
Gates, NC,1626,77.56666666666666,1206,0.0675,2832
White, AR,2446,75.60000000000001,386,0.08182926829268293,2832
Jefferson, LA,2171,76.3135593220339,661,0.0763845822102426,2832
Lee, IA,1920,76.92727272727274,914,0.07177314814814816,2834
Rutherford, NC,2535,75.31666666666668,299,0.0843,2834
Davie, NC,1624,77.57142857142857,1211,0.0675,2835
Nuckolls, NE,1417,78.0,1418,0.06142857142857143,2835
Cooke, TX,2200,76.2625,636,0.076875,2836
Sumter, FL,2282,76.05833333333334,555,0.0787878787878788,2837
Terrebonne, LA,2740,74.655,98,0.0995,2838
Cherry, NE,1179,78.5,1660,0.05772727272727273,2839
Athens, OH,1945,76.85833333333333,895,0.0725,2840
Baldwin, GA,2635,75.04444444444444,205,0.08998076923076924,2840
Webster, MO,1927,76.9,913,0.07177315789473684,2840
Umatilla, OR,973,78.97142857142856,1868,0.0,2841
Craig, OK,2425,75.64,417,0.08085714285714286,2842
Harrison, OH,1706,77.35999999999999,1138,0.06942812500000001,2844
Ouachita, LA,2767,74.53076923076922,79,0.10636923076923077,2846
Dorchester, MD,1597,77.61111111111111,1250,0.06666666666666667,2847
Rapides, LA,2683,74.89333333333335,168,0.09318421052631579,2851
Navajo, AZ,2024,76.65862068965517,828,0.07332692307692307,2852
Tallapoosa, AL,2727,74.71000000000001,125,0.097,2852
Calcasieu, LA,2777,74.5,78,0.107,2855
Worcester, MD,1456,77.90714285714286,1399,0.06223684210526315,2855
Harper, KS,2432,75.63333333333334,428,0.08055555555555555,2860
Fillmore, NE,1693,77.4,1167,0.06874999999999999,2860
Starr, TX,1696,77.3923076923077,1166,0.06875,2862
Allegheny, PA,1758,77.23613445378152,1104,0.07,2862
Gloucester, NJ,1587,77.635,1277,0.06591379310344828,2864
Floyd, TX,1512,77.8,1356,0.0634051724137931,2868
Morgan, GA,2023,76.66,846,0.0728860294117647,2869
Westmoreland, PA,1432,77.95510204081633,1437,0.06042682926829268,2869
Lincoln, OR,1454,77.91176470588235,1416,0.06164468599033816,2870
Rock, WI,1444,77.94375,1426,0.06098958333333334,2870
Hancock, IN,1536,77.76,1334,0.0640686274509804,2870
Fayette, KY,1616,77.59166666666667,1255,0.06642241379310344,2871
Gratiot, MI,1368,78.11111111111111,1503,0.06,2871
Hardin, KY,2124,76.4421052631579,747,0.07475490196078431,2871
Ward, TX,1627,77.56666666666666,1245,0.06671052631578948,2872
Burt, NE,1720,77.33333333333333,1152,0.069,2872
Nacogdoches, TX,2336,75.92727272727274,538,0.0795,2874
Madison, AL,1971,76.7985294117647,903,0.07214432989690722,2874
Kay, OK,2691,74.83636363636364,185,0.09166875,2876
Lapeer, MI,1418,77.99090909090908,1458,0.060000000000000005,2876
Emmet, IA,1515,77.8,1361,0.06333333333333332,2876
Sevier, AR,2547,75.275,329,0.08259782608695652,2876
Carbon, WY,1080,78.725,1797,0.04672093023255814,2877
Seminole, OK,2330,75.94444444444444,549,0.07916250000000001,2879
Logan, OH,1922,76.91818181818182,958,0.07082978723404255,2880
Carroll, MD,1193,78.48648648648648,1687,0.055778,2880
Spotsylvania, VA,1127,78.62142857142858,1754,0.053000000000000005,2881
Grayson, VA,1926,76.9,955,0.07083928571428572,2881
Canyon, ID,1378,78.08620689655173,1506,0.06,2884
Shenandoah, VA,1111,78.66666666666667,1773,0.053,2884
Stonewall, TX,2010,76.7,876,0.07250000000000001,2886
Chicot, AR,2792,74.45,94,0.09999999999999999,2886
Roberts, SD,1591,77.625,1298,0.0651388888888889,2889
Tangipahoa, LA,2735,74.69500000000001,155,0.09483333333333334,2890
Barnwell, SC,2399,75.74,491,0.08,2890
Greenwood, KS,2261,76.10000000000001,630,0.07714285714285715,2891
Lake, FL,1534,77.76470588235294,1357,0.06337074829931973,2891
Missaukee, MI,1375,78.1,1516,0.06,2891
Ingham, MI,1442,77.94590163934426,1450,0.060000000000000005,2892
Shelby, TX,2581,75.18333333333334,311,0.08355,2892
Multnomah, OR,1007,78.87278481012657,1886,0.0,2893
Clearfield, PA,1363,78.12,1531,0.06,2894
Coryell, TX,2328,75.94615384615385,567,0.07861111111111112,2895
Forsyth, NC,1796,77.14545454545454,1099,0.07,2895
Sumter, GA,2341,75.9,555,0.0787878787878788,2896
Pierce, GA,2634,75.05,262,0.08653846153846154,2896
Stokes, NC,1760,77.23333333333333,1136,0.06944444444444445,2896
Polk, FL,1747,77.26666666666667,1149,0.06916129032258064,2896
Wallowa, OR,998,78.89999999999999,1901,0.0,2899
Russell, VA,2242,76.17142857142858,658,0.07644318181818183,2900
Lenawee, MI,1440,77.94782608695652,1460,0.060000000000000005,2900
Nodaway, MO,1669,77.46000000000001,1231,0.06709999999999999,2900
Lane, OR,1059,78.76455696202531,1843,0.0045945945945945945,2902
Hamblen, TN,2797,74.43333333333332,105,0.0975,2902
Atlantic, NJ,1637,77.55,1267,0.06625,2904
Portage, OH,1570,77.66969696969697,1335,0.06403846153846154,2905
Cass, IL,1963,76.8,942,0.07119724770642202,2905
Sumter, AL,2351,75.875,555,0.0787878787878788,2906
Morgan, OH,2060,76.575,846,0.0728860294117647,2906
Preble, OH,2076,76.53333333333333,831,0.07318181818181818,2907
Desha, AR,2623,75.08,285,0.0853125,2908
Fountain, IN,1810,77.12,1098,0.07,2908
Jefferson, MS,2247,76.15,661,0.0763845822102426,2908
Greene, GA,2211,76.24,700,0.07556129032258065,2911
Bethel, AK,1073,78.73333333333333,1838,0.013703703703703704,2911
Allen, LA,2223,76.2,692,0.0757844827586207,2915
Greenville, SC,1640,77.54311926605506,1276,0.06608695652173913,2916
Bulloch, GA,2442,75.61111111111111,475,0.08,2917
DeSoto, MS,2001,76.73030303030303,917,0.07166666666666667,2918
Coos, NH,1039,78.8,1880,0.0,2919
Garrett, MD,1404,78.01428571428572,1515,0.06,2919
Louisa, VA,1628,77.56666666666666,1294,0.0653,2922
Adams, WI,1781,77.17999999999999,1141,0.06934623655913978,2922
Effingham, GA,2212,76.24,710,0.07538461538461538,2922
Monongalia, WV,1562,77.69473684210527,1360,0.06333333333333334,2922
Newton, MO,2163,76.33333333333333,762,0.07444021739130435,2925
Bertie, NC,1875,77.0,1050,0.07,2925
Attala, MS,1933,76.88333333333334,993,0.07,2926
Covington, AL,2671,74.93076923076923,256,0.08692307692307694,2927
Sherman, KS,1139,78.6,1788,0.05140625,2927
Pocahontas, IA,1606,77.60000000000001,1322,0.0645,2928
Winston, AL,2656,74.98333333333333,272,0.08611111111111111,2928
Harrison, IA,1791,77.16,1138,0.06942812500000001,2929
Jackson, IL,2119,76.45,810,0.0736028409090909,2929
Lassen, CA,2131,76.425,799,0.07375,2930
Cowley, KS,2148,76.38181818181819,784,0.07388888888888889,2932
Covington, MS,2677,74.9,256,0.08692307692307694,2933
Anderson, KY,2355,75.86,578,0.07830882352941176,2933
Avoyelles, LA,2736,74.6875,199,0.09015384615384615,2935
Armstrong, PA,1518,77.78947368421052,1419,0.06137931034482759,2937
Hancock, KY,1604,77.60000000000001,1334,0.0640686274509804,2938
Bourbon, KS,2384,75.78,554,0.07880000000000001,2938
Walsh, ND,1311,78.23333333333333,1628,0.05931818181818182,2939
Taliaferro, GA,2454,75.6,486,0.08,2940
Arkansas, AR,2726,74.725,215,0.08875,2941
Harrison, MO,1803,77.13333333333334,1138,0.06942812500000001,2941
Noxubee, MS,1928,76.89999999999999,1013,0.07,2941
Jefferson, KY,2281,76.06153846153846,661,0.0763845822102426,2942
Calhoun, MI,2196,76.26756756756757,746,0.0747945205479452,2942
Pondera, MT,1089,78.7,1854,0.0,2943
Crockett, TN,2749,74.6,194,0.09107142857142858,2943
