County,state,Life Expectancy Rank,Life Expectancy,Tax Rank,Tax Rate,overall rank
Delta, MI,630,79.87272727272727,944,0.07113636363636364,1574
Union, PA,422,80.55714285714285,1154,0.06893890909090909,1576
Hampshire, MA,185,81.62068965517241,1393,0.06244186046511628,1578
Livingston, MI,829,79.33859649122807,750,0.07470205479452055,1579
Barry, MI,820,79.36363636363636,759,0.074475,1579
Washington, NE,241,81.3,1341,0.06370809523809524,1582
Knox, NE,728,79.63333333333334,855,0.07269469026548672,1583
Coconino, AZ,991,78.92399999999999,592,0.07780192307692307,1583
Rabun, GA,1061,78.76,523,0.08,1584
Clinton, MI,620,79.9,964,0.0707139175257732,1584
Grant, OR,225,81.4,1362,0.06320866141732283,1587
Shelby, KY,1277,78.3111111111111,311,0.08355,1588
Cook, IL,1499,77.82825,90,0.10134180790960452,1589
Delaware, OH,643,79.83529411764707,948,0.0710482456140351,1591
Austin, TX,1011,78.86666666666666,581,0.07821428571428571,1592
Petersburg, AK,28,84.6,1566,0.06,1594
Medina, OH,787,79.48888888888888,807,0.07363636363636364,1594
Somerset, NJ,160,81.79076923076923,1436,0.060455729166666666,1596
Nassau, FL,1315,78.21666666666667,281,0.08552364864864864,1596
Lincoln, NM,182,81.675,1416,0.06164468599033816,1598
Edmunds, SD,285,81.1,1314,0.065,1599
Washington, OR,262,81.2010101010101,1341,0.06370809523809524,1603
Lander, NV,654,79.8,951,0.071,1605
Telfair, GA,1093,78.7,512,0.08,1605
Karnes, TX,854,79.275,752,0.07464285714285714,1606
Clinton, IL,642,79.8375,964,0.0707139175257732,1606
Jackson, KS,800,79.43333333333332,810,0.0736028409090909,1610
Richland, WI,353,80.8,1257,0.0663134328358209,1610
Logan, KS,652,79.8,958,0.07082978723404255,1610
Cass, MN,671,79.76,942,0.07119724770642202,1613
Washington, VT,273,81.15882352941176,1341,0.06370809523809524,1614
Hutchinson, SD,434,80.53333333333333,1181,0.06846153846153846,1615
Leelanau, MI,74,82.67999999999999,1542,0.06,1616
Decatur, IA,1075,78.73333333333333,544,0.07923076923076923,1619
Madison, NE,717,79.66666666666667,903,0.07214432989690722,1620
Andrew, MO,713,79.675,908,0.07192499999999999,1621
Midland, MI,640,79.84210526315789,982,0.07022727272727272,1622
Oconee, GA,338,80.83333333333333,1285,0.06571428571428571,1623
Nemaha, KS,798,79.43333333333334,825,0.07333333333333333,1623
Mitchell, TX,925,79.1,698,0.0755952380952381,1623
Norfolk, MA,213,81.46328125,1411,0.06185185185185185,1624
Boone, IA,451,80.45714285714287,1175,0.06851333333333333,1626
Cheyenne, CO,1,89.5,1630,0.05918181818181818,1631
Washington, UT,292,81.05714285714286,1341,0.06370809523809524,1633
Hardee, FL,767,79.53333333333335,870,0.07250000000000001,1637
Izard, AR,1207,78.44999999999999,430,0.08053571428571428,1637
Stark, ND,381,80.725,1258,0.06630952380952382,1639
Dukes, MA,249,81.275,1392,0.0625,1641
Maries, MO,879,79.2,763,0.07439,1642
Randolph, WV,727,79.63333333333334,915,0.07168354430379748,1642
Chester, PA,361,80.77272727272727,1283,0.0658,1644
Davison, SD,332,80.875,1313,0.065,1645
Cass, ND,706,79.69032258064516,942,0.07119724770642202,1648
Tolland, CT,300,81.025,1348,0.0635,1648
Aitkin, MN,790,79.48333333333333,859,0.07263888888888889,1649
Crawford, WI,708,79.68333333333334,941,0.07122193877551021,1649
Pierce, ND,1389,78.05000000000001,262,0.08653846153846154,1651
Essex, MA,413,80.59182389937106,1242,0.06678658536585366,1655
Stark, IL,398,80.65,1258,0.06630952380952382,1656
Tioga, NY,429,80.55,1229,0.06727272727272726,1658
Keweenaw, MI,71,82.7,1589,0.06,1660
Finney, KS,1424,77.98,236,0.08750000000000001,1660
Lincoln, MN,245,81.3,1416,0.06164468599033816,1661
Webb, TX,1124,78.62962962962963,539,0.0795,1663
Washoe, NV,1336,78.19468085106384,328,0.08265000000000002,1664
Hall, NE,785,79.49285714285715,880,0.0725,1665
Grimes, TX,1067,78.75,599,0.0775,1666
Zapata, TX,1057,78.76666666666667,615,0.0775,1672
Harding, SD,37,84.1,1639,0.058708300000000005,1676
Uvalde, TX,1106,78.67999999999999,571,0.0785,1677
Archer, TX,1257,78.36666666666666,420,0.08083333333333333,1677
Divide, ND,22,85.1,1656,0.05800000000000001,1678
Montgomery, NY,832,79.32666666666667,848,0.07286875,1680
Osage, KS,1407,78.0,273,0.0861060606060606,1680
Watauga, NC,509,80.25,1172,0.06857142857142857,1681
Louisa, IA,387,80.7,1294,0.0653,1681
White, GA,1296,78.28,386,0.08182926829268293,1682
Wasatch, UT,772,79.525,912,0.07183333333333333,1684
Centre, PA,162,81.78260869565217,1524,0.06,1686
Pima, AZ,1279,78.30590909090908,409,0.08111764705882352,1688
Mackinac, MI,140,81.94,1549,0.06,1689
Clinton, NY,726,79.6375,964,0.0707139175257732,1690
Pope, IL,1182,78.5,511,0.08,1693
Adams, IN,553,80.10000000000001,1141,0.06934623655913978,1694
Turner, SD,561,80.1,1133,0.0695,1694
Union, NJ,540,80.15377358490565,1154,0.06893890909090909,1694
Wichita, KS,1372,78.1,323,0.08295454545454546,1695
Pershing, NV,743,79.6,952,0.071,1695
Chambers, TX,1484,77.86,212,0.08923076923076924,1696
Pipestone, MN,568,80.06,1128,0.06958333333333334,1696
Gonzales, TX,1337,78.18333333333334,360,0.0825,1697
Plymouth, IA,369,80.75,1328,0.06429347826086956,1697
Monroe, PA,747,79.59333333333333,954,0.0708915343915344,1701
Yakima, WA,1294,78.28863636363636,407,0.08120000000000001,1701
Keokuk, IA,664,79.775,1042,0.07,1706
Loudoun, VA,150,81.86222222222223,1556,0.06,1706
Franklin, NY,851,79.28571428571429,856,0.07268389830508475,1707
Caledonia, VT,197,81.58,1511,0.06,1708
Sac, IA,720,79.65,990,0.07,1710
Lincoln, WA,295,81.05,1416,0.06164468599033816,1711
Hamilton, TX,1155,78.56666666666668,556,0.07876492537313433,1711
Potter, SD,528,80.2,1184,0.06842592592592592,1712
Cameron, TX,948,79.01566265060241,764,0.07438,1712
Wright, IA,906,79.14,806,0.07368814814814816,1712
Douglas, SD,70,82.7,1643,0.05851438848920863,1713
Macon, NC,1391,78.04444444444444,322,0.0830813953488372,1713
Blanco, TX,1352,78.15,362,0.0825,1714
Burleigh, ND,303,81.01111111111112,1413,0.06166666666666667,1716
Warren, NJ,599,79.95,1120,0.06982283464566928,1719
Kittson, MN,601,79.95,1119,0.06986111111111111,1720
Harlan, NE,282,81.1,1439,0.0603448275862069,1721
Dickey, ND,315,80.93333333333334,1406,0.06200000000000001,1721
Steuben, IN,1157,78.5625,566,0.0786764705882353,1723
Whitley, IN,406,80.62857142857142,1317,0.065,1723
Duchesne, UT,388,80.7,1337,0.064,1725
Lavaca, TX,967,78.98333333333333,758,0.0745,1725
Cotton, OK,1353,78.15,373,0.08229166666666667,1726
Clay, SD,1010,78.86666666666666,720,0.07504166666666667,1730
Merced, CA,1292,78.28958333333334,439,0.08031578947368422,1731
Allamakee, IA,629,79.88,1103,0.07,1732
Elbert, CO,437,80.51428571428572,1295,0.06526,1732
Edwards, IL,1098,78.7,635,0.07694444444444444,1733
Adams, PA,593,79.99545454545455,1141,0.06934623655913978,1734
Kossuth, IA,679,79.75,1057,0.07,1736
Alger, MI,265,81.2,1471,0.060000000000000005,1736
Dickinson, IA,605,79.94,1134,0.06947916666666666,1739
Arlington, VA,130,82.04651162790698,1610,0.05999999999999999,1740
Middlesex, CT,371,80.74117647058823,1371,0.0629205298013245,1742
Washington, RI,402,80.64,1341,0.06370809523809524,1743
Menominee, MI,115,82.17142857142858,1629,0.05928571428571428,1744
Snyder, PA,270,81.17142857142858,1475,0.06,1745
Phelps, NE,566,80.06666666666666,1179,0.06849999999999999,1745
Boone, NE,571,80.05000000000001,1175,0.06851333333333333,1746
Tyrrell, NC,529,80.2,1219,0.0675,1748
Tipton, IN,1435,77.95,313,0.08346153846153846,1748
Perkins, NE,64,82.9,1684,0.05600000000000001,1748
Lyman, SD,98,82.35,1651,0.05833333333333333,1749
Cottonwood, MN,585,80.0,1164,0.06875,1749
McHenry, IL,764,79.54901960784314,987,0.07016666666666667,1751
Itasca, MN,625,79.89090909090909,1126,0.06961956521739131,1751
Hyde, SD,351,80.8,1401,0.06222222222222223,1752
Dickinson, MI,621,79.89999999999999,1134,0.06947916666666666,1755
Middlesex, NJ,384,80.70182926829268,1371,0.0629205298013245,1755
Marshall, IA,942,79.03999999999999,814,0.07348033707865169,1756
Monroe, FL,802,79.42399999999999,954,0.0708915343915344,1756
Jasper, IA,938,79.04444444444444,819,0.07338983050847457,1757
Jerauld, SD,445,80.5,1312,0.065,1757
Luce, MI,205,81.5,1555,0.06,1760
Presidio, TX,1023,78.85,737,0.075,1760
Iowa, WI,386,80.7,1377,0.06282608695652174,1763
Dunn, ND,25,84.8,1738,0.0546875,1763
Otsego, MI,1199,78.46666666666667,565,0.0786842105263158,1764
Bristol, RI,389,80.69999999999999,1376,0.06283333333333332,1765
Beaver, UT,532,80.19999999999999,1236,0.06688333333333334,1768
Forsyth, GA,670,79.7625,1099,0.07,1769
Douglas, CO,127,82.07647058823528,1643,0.05851438848920863,1770
Lincoln, CO,354,80.8,1416,0.06164468599033816,1770
Carroll, NH,84,82.52727272727272,1687,0.055778,1771
Kidder, ND,29,84.6,1744,0.05416666666666667,1773
Stanton, NE,901,79.15,877,0.07250000000000001,1778
Duplin, NC,778,79.5,1002,0.07,1780
Towns, GA,729,79.63333333333334,1051,0.07,1780
Okfuskee, OK,1694,77.4,88,0.10300000000000001,1782
Marshall, KS,971,78.975,814,0.07348033707865169,1785
Polk, NE,637,79.85,1149,0.06916129032258064,1786
Lincoln, SD,370,80.75,1416,0.06164468599033816,1786
Randall, TX,1356,78.1375,431,0.0805,1787
Boise, ID,193,81.6,1594,0.06,1787
Johnston, OK,1074,78.73333333333333,713,0.07523809523809524,1787
Williams, OH,821,79.35555555555555,970,0.07052631578947367,1791
Throckmorton, TX,1243,78.4,548,0.07916666666666666,1791
Rooks, KS,1415,78.0,379,0.082,1794
Shoshone, ID,310,80.96666666666667,1484,0.06,1794
Lynn, TX,1109,78.66666666666667,685,0.07583333333333334,1794
Monroe, NY,840,79.30113636363636,954,0.0708915343915344,1794
Sherman, TX,6,87.3,1788,0.05140625,1794
Ogle, IL,819,79.36363636363636,976,0.07044117647058823,1795
Washington, KS,456,80.44999999999999,1341,0.06370809523809524,1797
Madison, ID,894,79.16666666666667,903,0.07214432989690722,1797
Haakon, SD,147,81.9,1650,0.05833333333333333,1797
Marshall, IN,984,78.94166666666666,814,0.07348033707865169,1798
Platte, WY,979,78.95,820,0.07338888888888889,1799
Charleston, SC,1596,77.616,204,0.09,1800
Logan, ND,843,79.3,958,0.07082978723404255,1801
Gila, AZ,1176,78.50769230769231,625,0.07719090909090909,1801
Spokane, WA,1550,77.72330097087378,252,0.08704999999999999,1802
Tama, IA,716,79.66666666666667,1086,0.07,1802
Noble, OH,1187,78.5,616,0.0774252,1803
Harris, TX,1433,77.95468749999999,370,0.0824822695035461,1803
Williamsburg, VA,1319,78.2,485,0.08,1804
Worth, IA,1046,78.8,760,0.07447368421052632,1806
Warren, IA,687,79.71666666666667,1120,0.06982283464566928,1807
Wayne, NY,551,80.11428571428571,1256,0.0663180751173709,1807
DeKalb, IN,1425,77.97777777777777,383,0.08192666666666666,1808
Windham, VT,452,80.45294117647059,1358,0.0633611111111111,1810
Douglas, MN,168,81.73333333333333,1643,0.05851438848920863,1811
Columbia, WI,517,80.23333333333333,1296,0.06519512195121951,1813
Donley, TX,921,79.1,893,0.0725,1814
Alexandria, VA,231,81.35454545454544,1584,0.06,1815
Shawnee, KS,1645,77.51162790697674,170,0.09306249999999999,1815
Hale, TX,1503,77.82222222222222,315,0.0834090909090909,1818
Franklin, VT,963,78.99,856,0.07268389830508475,1819
Koochiching, MN,1069,78.75,751,0.0746590909090909,1820
Transylvania, NC,626,79.88571428571429,1195,0.068125,1821
Crook, WY,7,87.1,1816,0.03818181818181818,1823
Siskiyou, CA,1006,78.875,817,0.07345238095238095,1823
Pike, IL,852,79.28,973,0.07047522522522523,1825
Bullock, AL,1599,77.60000000000001,228,0.08812500000000001,1827
Teton, ID,18,85.4,1809,0.04205882352941176,1827
Calhoun, IA,1082,78.725,746,0.0747945205479452,1828
Poquoson, VA,779,79.5,1053,0.07,1832
Routt, CO,166,81.7625,1666,0.05733333333333333,1832
Hendricks, IN,753,79.58095238095238,1079,0.07,1832
Henry, IL,1065,78.75384615384615,767,0.07433333333333333,1832
Kauai, HI,31,84.46666666666667,1802,0.045,1833
Winnebago, WI,1028,78.84054054054054,805,0.07371794871794872,1833
Saluda, SC,1330,78.2,505,0.08,1835
Menominee, WI,206,81.5,1629,0.05928571428571428,1835
Iron, WI,547,80.13333333333333,1289,0.0655703125,1836
Dimmit, TX,1229,78.4,608,0.0775,1837
Saline, KS,1394,78.03333333333333,443,0.08022435897435898,1837
Christian, MO,914,79.11428571428571,924,0.0715857142857143,1838
Bernalillo, NM,1165,78.53669064748202,673,0.07608854166666666,1838
Warrick, IN,830,79.33636363636364,1008,0.07,1838
Warren, NY,718,79.66111111111111,1120,0.06982283464566928,1838
Sargent, ND,177,81.69999999999999,1663,0.0575,1840
Genesee, NY,647,79.81428571428572,1193,0.06828947368421052,1840
Barnstable, MA,459,80.42745098039217,1384,0.0625,1843
Lincoln, WY,430,80.55,1416,0.06164468599033816,1846
Larimer, CO,431,80.54590163934427,1417,0.06155555555555555,1848
Tulare, CA,1420,77.9883116883117,429,0.0805375,1849
Wells, IN,516,80.24285714285715,1333,0.06411764705882353,1849
Sullivan, NH,591,80.0,1259,0.0662575,1850
Sullivan, NY,592,79.99565217391304,1259,0.0662575,1851
Grant, WA,489,80.31875,1362,0.06320866141732283,1851
Cheyenne, KS,222,81.4,1630,0.05918181818181818,1852
Teton, MT,44,83.8,1809,0.04205882352941176,1853
Ellis, TX,1528,77.77,325,0.08292592592592592,1853
Hardeman, TX,1692,77.4,162,0.09425,1854
Clinton, PA,893,79.16666666666667,964,0.0707139175257732,1857
Leavenworth, KS,1718,77.33571428571429,141,0.095875,1859
Haines, AK,80,82.6,1782,0.052500000000000005,1862
Beltrami, MN,1087,78.71000000000001,775,0.07416666666666666,1862
Baldwin, AL,1659,77.48275862068965,205,0.08998076923076924,1864
Monroe, WI,910,79.13333333333334,954,0.0708915343915344,1864
Granite, MT,8,87.0,1857,0.0,1865
Madera, CA,1457,77.90454545454546,408,0.08113461538461539,1865
Faulk, SD,157,81.8,1709,0.055,1866
Smith, KS,1578,77.65,288,0.0852857142857143,1866
Talbot, MD,538,80.17,1330,0.06421052631578947,1868
Potter, PA,686,79.72,1184,0.06842592592592592,1870
Osage, OK,1598,77.60000000000001,273,0.0861060606060606,1871
Grant, NM,511,80.25,1362,0.06320866141732283,1873
McHenry, ND,886,79.19999999999999,987,0.07016666666666667,1873
Pushmataha, OK,1200,78.46666666666667,677,0.076,1877
Knox, ME,1022,78.85,855,0.07269469026548672,1877
Mathews, VA,136,82.0,1743,0.05433333333333333,1879
Maverick, TX,1191,78.48888888888888,689,0.07583333333333332,1880
Jackson, TX,1072,78.73333333333333,810,0.0736028409090909,1882
Ida, IA,844,79.3,1038,0.07,1882
Kearny, KS,1230,78.4,654,0.0765,1884
Washington, CO,543,80.15,1341,0.06370809523809524,1884
Hamilton, KS,1329,78.2,556,0.07876492537313433,1885
Phillips, CO,558,80.1,1327,0.06432142857142857,1885
Dillingham, AK,57,83.25,1829,0.03,1886
Garfield, MT,616,79.9,1272,0.06615,1888
Ramsey, MN,766,79.53384615384616,1124,0.06968333333333333,1890
Pepin, WI,210,81.5,1681,0.05625,1891
Lake, IL,536,80.17972027972029,1357,0.06337074829931973,1893
Shelby, IN,1583,77.64444444444445,311,0.08355,1894
Berkshire, MA,506,80.25263157894737,1388,0.0625,1894
Cumberland, ME,552,80.10363636363635,1342,0.06369392523364485,1894
McKenzie, ND,209,81.5,1685,0.05583333333333334,1894
Lexington, VA,1143,78.6,753,0.07461538461538463,1896
Blaine, ID,118,82.15,1779,0.05285,1897
Bexar, TX,1519,77.78031250000001,378,0.08207142857142857,1897
Real, TX,1286,78.3,612,0.0775,1898
Crosby, TX,1481,77.86666666666667,422,0.08083333333333333,1903
Monmouth, NJ,639,79.84626865671642,1269,0.06625,1908
Teller, CO,476,80.38,1432,0.06078,1908
Gaines, TX,1244,78.39999999999999,665,0.07625,1909
Orange, VA,1204,78.46000000000001,706,0.07546696035242291,1910
Durham, NC,1169,78.52941176470588,741,0.075,1910
Jackson, CO,1100,78.7,810,0.0736028409090909,1910
Wahkiakum, WA,1233,78.4,678,0.076,1911
Litchfield, CT,562,80.0891304347826,1349,0.0635,1911
Camden, MO,774,79.50909090909092,1139,0.06938679245283019,1913
Brown, SD,680,79.7375,1234,0.06707142857142857,1914
Pembina, ND,269,81.17999999999999,1645,0.05833333333333334,1914
Lincoln, KS,499,80.3,1416,0.06164468599033816,1915
Jackson, IA,1105,78.68333333333332,810,0.0736028409090909,1915
Greene, IA,1215,78.425,700,0.07556129032258065,1915
Converse, WY,135,82.0,1781,0.052500000000000005,1916
Spink, SD,258,81.23333333333333,1658,0.057999999999999996,1916
Orange, FL,1211,78.43597883597883,706,0.07546696035242291,1917
Decatur, KS,1373,78.1,544,0.07923076923076923,1917
Fayette, GA,663,79.775,1255,0.06642241379310344,1918
Franklin, IN,1062,78.76,856,0.07268389830508475,1918
Edwards, KS,1284,78.3,635,0.07694444444444444,1919
Barton, MO,1602,77.60000000000001,318,0.08330555555555556,1920
Beaufort, SC,582,80.01875,1339,0.06386363636363636,1921
DeWitt, TX,1347,78.16,575,0.07833333333333334,1922
Hudson, NJ,658,79.79403973509933,1265,0.06625,1923
Dunn, WI,186,81.61428571428571,1738,0.0546875,1924
Asotin, WA,1632,77.56,293,0.085,1925
Emmet, MI,565,80.07142857142857,1361,0.06333333333333332,1926
Plymouth, MA,598,79.95483870967742,1328,0.06429347826086956,1926
Canadian, OK,1762,77.22962962962963,165,0.09368749999999999,1927
Whiteside, IL,1358,78.13333333333334,569,0.07854166666666666,1927
Douglas, WA,284,81.1,1643,0.05851438848920863,1927
Dallas, TX,1517,77.79377682403434,410,0.08109615384615385,1927
DeKalb, GA,1544,77.7388888888889,383,0.08192666666666666,1927
Hand, SD,254,81.25,1674,0.05666666666666667,1928
Greeley, NE,619,79.9,1309,0.065,1928
Modoc, CA,651,79.8,1278,0.0659090909090909,1929
Orleans, NY,1302,78.26,629,0.077147,1931
Coosa, AL,1469,77.89999999999999,462,0.08,1931
Nome, AK,111,82.2,1820,0.03428571428571429,1931
Calvert, MD,373,80.73888888888888,1560,0.06,1933
Ness, KS,1206,78.45,727,0.075,1933
LaGrange, IN,873,79.2125,1060,0.07,1933
Meade, SD,305,81.0,1631,0.0591,1936
Polk, NC,788,79.48571428571428,1149,0.06916129032258064,1937
Jasper, IL,1123,78.63333333333333,819,0.07338983050847457,1942
Grundy, IL,1231,78.4,711,0.07527678571428573,1942
Broward, FL,841,79.30059701492537,1101,0.07,1942
Rutland, VT,548,80.13,1396,0.062307692307692314,1944
Seward, KS,711,79.675,1233,0.06708333333333334,1944
Clay, MO,1224,78.41666666666667,720,0.07504166666666667,1944
Delta, CO,1003,78.88571428571429,944,0.07113636363636364,1947
Teton, WY,138,81.95,1809,0.04205882352941176,1947
Dubuque, IA,951,79.0076923076923,997,0.07,1948
Schuyler, MO,1374,78.1,574,0.07839285714285714,1948
Kerr, TX,1210,78.44,739,0.075,1949
Goliad, TX,741,79.6,1208,0.0675,1949
Madison, MS,1050,78.78999999999999,903,0.07214432989690722,1953
Kewaunee, WI,234,81.33333333333333,1720,0.055,1954
Sublette, WY,139,81.95,1815,0.04,1954
Owyhee, ID,364,80.76666666666667,1590,0.06,1954
Ellsworth, KS,1672,77.45,283,0.08541666666666665,1955
Sutter, CA,1122,78.635,835,0.07305555555555555,1957
Dubois, IN,965,78.98571428571428,992,0.07,1957
Burleson, TX,1303,78.26,655,0.0765,1958
Yuma, CO,723,79.65,1235,0.067005,1958
Washington, IA,618,79.9,1341,0.06370809523809524,1959
Sherman, OR,173,81.7,1788,0.05140625,1961
Chase, KS,993,78.9,969,0.07055555555555555,1962
Doddridge, WV,555,80.1,1407,0.062,1962
Childress, TX,1236,78.4,726,0.07500000000000001,1962
Butler, IA,765,79.53999999999999,1198,0.06784114583333334,1963
Lake, MT,606,79.9375,1357,0.06337074829931973,1963
Runnels, TX,1152,78.575,813,0.07350000000000001,1965
Boone, MO,791,79.48260869565217,1175,0.06851333333333333,1966
Seneca, OH,1252,78.37142857142858,714,0.07522727272727273,1966
Hancock, ME,634,79.85,1334,0.0640686274509804,1968
Lewis, WA,1273,78.315,695,0.07565725806451613,1968
Manatee, FL,960,78.9972972972973,1010,0.07,1970
Ozaukee, WI,257,81.24705882352941,1714,0.055,1971
Washington, WI,631,79.86153846153846,1341,0.06370809523809524,1972
Oldham, KY,649,79.80833333333334,1323,0.06444444444444444,1972
Bottineau, ND,236,81.33333333333333,1740,0.05444444444444445,1976
Calhoun, TX,1232,78.4,746,0.0747945205479452,1978
Butler, NE,780,79.5,1198,0.06784114583333334,1978
Stafford, VA,781,79.5,1197,0.068,1978
Monroe, IN,1025,78.84347826086957,954,0.0708915343915344,1979
Graham, KS,1281,78.30000000000001,699,0.07558823529411765,1980
Pamlico, NC,758,79.575,1222,0.0675,1980
Geary, KS,1901,76.95714285714287,80,0.10625000000000001,1981
Custer, SD,541,80.15,1441,0.06025,1982
Fulton, IL,1538,77.75454545454545,445,0.080195,1983
Buffalo, NE,347,80.81818181818181,1636,0.05894736842105264,1983
Cass, NE,1042,78.8,942,0.07119724770642202,1984
Humboldt, CA,1328,78.2,656,0.07648076923076923,1984
Carson, NV,1650,77.5,335,0.0825,1985
Walker, TX,1682,77.425,304,0.08394230769230769,1986
Adams, ND,845,79.3,1141,0.06934623655913978,1986
Laramie, WY,457,80.44117647058823,1530,0.06,1987
Sandoval, NM,839,79.3076923076923,1150,0.06911184210526315,1989
Cumberland, PA,648,79.81304347826087,1342,0.06369392523364485,1990
Greene, OH,1290,78.3,700,0.07556129032258065,1990
Boundary, ID,399,80.65,1592,0.06,1991
Pennington, MN,581,80.02000000000001,1410,0.06197916666666667,1991
Bristol, AK,615,79.9,1376,0.06283333333333332,1991
Reagan, TX,1653,77.5,340,0.0825,1993
Scott, KS,1185,78.5,808,0.07363571428571429,1993
Lancaster, PA,641,79.84183673469387,1354,0.06343877551020408,1995
Buffalo, WI,360,80.775,1636,0.05894736842105264,1996
Johnson, MO,1556,77.7,442,0.0802436440677966,1998
Warren, IL,880,79.2,1120,0.06982283464566928,2000
Ontonagon, MI,403,80.63333333333334,1600,0.06,2003
Chippewa, MN,563,80.075,1440,0.06029166666666667,2003
Graham, AZ,1304,78.25555555555555,699,0.07558823529411765,2003
Park, WY,180,81.67999999999999,1823,0.03398076923076923,2003
Smith, TX,1716,77.3425,288,0.0852857142857143,2004
Tarrant, TX,1639,77.5433962264151,365,0.0825,2004
Hendry, FL,1272,78.31666666666666,732,0.075,2004
Holt, NE,801,79.425,1204,0.06758928571428571,2005
Johnson, IN,1563,77.68571428571428,442,0.0802436440677966,2005
Cavalier, ND,253,81.25,1752,0.05325,2005
Rutherford, TN,1707,77.35813953488372,299,0.0843,2006
Brookings, SD,584,80.01666666666667,1423,0.06125,2007
Polk, OR,858,79.26363636363637,1149,0.06916129032258064,2007
Poweshiek, IA,943,79.03999999999999,1066,0.07,2009
Wood, WI,769,79.52666666666667,1240,0.06679824561403509,2009
Elmore, ID,1478,77.875,533,0.07966666666666668,2011
Iowa, IA,636,79.85,1377,0.06282608695652174,2013
Goshen, WY,264,81.2,1750,0.05333333333333333,2014
Darke, OH,1132,78.60833333333333,882,0.0725,2014
Madison, NC,1112,78.66666666666667,903,0.07214432989690722,2015
Adams, NE,874,79.21111111111111,1141,0.06934623655913978,2015
Stanislaus, CA,1593,77.62197802197802,423,0.08065,2016
Lee, FL,1102,78.6875,914,0.07177314814814816,2016
Juneau, AK,271,81.16666666666667,1745,0.054090909090909085,2016
Hood, TX,1662,77.47,355,0.0825,2017
Brazoria, TX,1577,77.65714285714286,440,0.08031250000000001,2017
Bayfield, WI,328,80.9,1689,0.05550000000000001,2017
Lafayette, MS,1477,77.87777777777778,541,0.07932608695652174,2018
Dewey, SD,1038,78.80000000000001,980,0.07026785714285715,2018
Meade, KS,390,80.69999999999999,1631,0.0591,2021
McLean, KY,796,79.46666666666667,1225,0.06744186046511627,2021
Moore, TX,1163,78.55,858,0.07266666666666667,2021
Lamoille, VT,401,80.64285714285714,1621,0.05999999999999999,2022
Chippewa, WI,583,80.01818181818182,1440,0.06029166666666667,2023
Manassas, VA,481,80.35,1546,0.06,2027
Osceola, FL,912,79.13235294117646,1121,0.0698,2033
Clay, IN,1316,78.21666666666667,720,0.07504166666666667,2036
Parker, TX,1686,77.40526315789474,351,0.0825,2037
Delaware, IA,1090,78.7,948,0.0710482456140351,2038
Valley, ID,208,81.5,1830,0.02888888888888889,2038
Cheyenne, NE,409,80.60000000000001,1630,0.05918181818181818,2039
Sanpete, UT,742,79.6,1300,0.0651,2042
Wabash, IL,1079,78.725,963,0.07071428571428572,2042
Manassas, VA,497,80.3,1546,0.06,2043
Chariton, MO,1076,78.73333333333333,967,0.07058333333333333,2043
Macon, MO,1723,77.32000000000001,322,0.0830813953488372,2045
Pacific, WA,1651,77.5,396,0.08153846153846155,2047
Warren, MO,927,79.08,1120,0.06982283464566928,2047
Trempealeau, WI,346,80.825,1701,0.055,2047
Payne, OK,1865,77.00666666666666,183,0.09206,2048
McLean, ND,824,79.35,1225,0.06744186046511627,2049
Caldwell, TX,1462,77.9,588,0.07795,2050
Honolulu, HI,247,81.29411764705883,1803,0.045,2050
Stanley, SD,326,80.9,1725,0.055,2051
Grundy, MO,1340,78.175,711,0.07527678571428573,2051
Floyd, IA,695,79.7,1356,0.0634051724137931,2051
Calumet, WI,359,80.7909090909091,1693,0.05500000000000001,2052
Grady, OK,1836,77.06666666666666,217,0.08875,2053
Lake, MN,696,79.7,1357,0.06337074829931973,2053
McCone, MT,159,81.8,1894,0.0,2053
Clay, NC,1334,78.19999999999999,720,0.07504166666666667,2054
Yoakum, TX,1189,78.5,865,0.07250000000000001,2054
Ray, MO,1763,77.225,292,0.08510714285714285,2055
Flagler, FL,952,79.00526315789475,1105,0.07,2057
Montgomery, IN,1209,78.44444444444444,848,0.07286875,2057
Grafton, NH,181,81.67894736842106,1876,0.0,2057
Pendleton, WV,440,80.5,1619,0.05999999999999999,2059
Churchill, NV,1383,78.06666666666666,676,0.076,2059
Scott, IA,1253,78.36808510638298,808,0.07363571428571429,2061
Billings, ND,746,79.6,1316,0.065,2062
Wyoming, PA,812,79.38571428571429,1251,0.06663934426229508,2063
Dixon, NE,426,80.55,1638,0.058750000000000004,2064
Albemarle, VA,299,81.025,1765,0.053,2064
Jersey, IL,1827,77.08333333333333,238,0.0875,2065
Hancock, IA,732,79.625,1334,0.0640686274509804,2066
Lafayette, LA,1527,77.77027027027027,541,0.07932608695652174,2068
Wyoming, NY,817,79.37272727272727,1251,0.06663934426229508,2068
Cameron, LA,1306,78.25,764,0.07438,2070
Clay, KS,1350,78.15,720,0.07504166666666667,2070
Ottawa, OH,1144,78.6,926,0.0715,2070
Sumner, TN,1824,77.09714285714286,249,0.08712500000000001,2073
Tripp, SD,425,80.55,1648,0.05833333333333333,2073
Saline, MO,1631,77.5625,443,0.08022435897435898,2074
Jefferson, OR,1413,78.0,661,0.0763845822102426,2074
Kiowa, CO,1326,78.2,748,0.07473333333333333,2074
McCulloch, TX,1201,78.46666666666667,874,0.07250000000000001,2075
