State,Area name,no_hs_diploma,hs_diploma,some_college,bachelors_up
OK,Hughes County,16.7,40.4,27.7,15.3
OK,Jackson County,13.6,27.3,34.6,24.5
OK,Jefferson County,16.5,42.1,26.1,15.2
OK,Johnston County,12.8,35.9,28.3,23.0
OK,Kay County,11.7,33.7,37.0,17.6
OK,Kingfisher County,10.8,41.3,25.4,22.5
OK,Kiowa County,14.0,33.1,34.4,18.6
OK,Latimer County,13.6,37.5,36.0,12.9
OK,Le Flore County,15.8,40.1,28.8,15.3
OK,Lincoln County,11.0,41.9,32.1,15.0
OK,Logan County,8.4,31.1,30.2,30.3
OK,Love County,15.7,38.7,30.7,15.0
OK,McClain County,10.7,31.4,31.8,26.1
OK,McCurtain County,15.9,43.1,26.3,14.6
OK,McIntosh County,13.7,43.7,29.9,12.7
OK,Major County,10.5,41.3,29.7,18.6
OK,Marshall County,18.7,37.0,28.4,15.8
OK,Mayes County,11.9,40.5,32.8,14.8
OK,Murray County,14.4,41.5,26.3,17.8
OK,Muskogee County,13.7,34.8,31.5,20.0
OK,Noble County,10.4,35.7,32.4,21.4
OK,Nowata County,10.9,41.1,32.0,16.0
OK,Okfuskee County,18.2,39.8,31.3,10.7
OK,Oklahoma County,11.6,24.6,30.1,33.7
OK,Okmulgee County,13.4,34.9,36.6,15.1
OK,Osage County,10.7,36.6,33.7,19.0
OK,Ottawa County,13.7,35.2,35.6,15.4
OK,Pawnee County,11.2,42.2,29.2,17.4
OK,Payne County,7.9,27.3,26.5,38.3
OK,Pittsburg County,13.0,37.4,31.0,18.7
OK,Pontotoc County,10.6,32.1,28.0,29.3
OK,Pottawatomie County,11.3,34.7,33.6,20.4
OK,Pushmataha County,14.5,44.2,26.2,15.1
OK,Roger Mills County,8.7,34.9,36.4,20.0
OK,Rogers County,8.1,32.9,33.9,25.0
OK,Seminole County,16.0,35.3,34.5,14.2
OK,Sequoyah County,17.5,39.4,28.9,14.3
OK,Stephens County,12.1,42.4,27.3,18.1
OK,Texas County,26.8,23.3,23.9,26.0
OK,Tillman County,21.0,33.7,27.7,17.6
OK,Tulsa County,10.2,25.4,31.7,32.7
OK,Wagoner County,9.0,31.0,34.7,25.3
OK,Washington County,9.5,33.1,28.1,29.3
OK,Washita County,10.4,41.2,29.2,19.2
OK,Woods County,8.5,30.7,28.5,32.3
OK,Woodward County,12.1,40.5,27.8,19.6
OR,Oregon,8.5,22.5,34.0,35.0
OR,Baker County,9.2,29.4,37.2,24.2
OR,Benton County,3.7,14.4,28.5,53.4
OR,Clackamas County,5.7,21.7,33.8,38.9
OR,Clatsop County,7.9,27.5,38.9,25.8
OR,Columbia County,9.5,32.9,39.6,18.0
OR,Coos County,10.0,30.1,39.9,20.0
OR,Crook County,9.2,31.6,38.9,20.4
OR,Curry County,8.1,27.5,40.3,24.1
OR,Deschutes County,5.7,20.2,35.4,38.7
OR,Douglas County,9.5,32.0,39.8,18.8
OR,Gilliam County,6.6,32.3,38.9,22.2
OR,Grant County,9.5,35.6,37.5,17.4
OR,Harney County,9.3,36.8,38.5,15.4
OR,Hood River County,16.8,19.1,25.7,38.4
OR,Jackson County,9.1,25.3,35.6,30.0
OR,Jefferson County,12.2,29.4,37.6,20.9
OR,Josephine County,9.2,30.5,42.2,18.1
OR,Klamath County,11.6,32.7,34.5,21.1
OR,Lake County,13.9,33.8,33.2,19.0
OR,Lane County,7.1,22.7,37.7,32.5
OR,Lincoln County,7.3,24.1,40.1,28.6
OR,Linn County,9.8,28.9,41.5,19.8
OR,Malheur County,18.5,31.7,35.7,14.1
OR,Marion County,14.3,25.7,35.5,24.5
OR,Morrow County,22.5,33.2,33.8,10.4
OR,Multnomah County,7.6,17.0,28.1,47.2
OR,Polk County,8.4,22.9,37.9,30.8
OR,Sherman County,12.7,30.9,38.4,18.0
OR,Tillamook County,9.3,29.4,38.9,22.4
OR,Umatilla County,16.8,29.7,35.4,18.2
OR,Union County,7.3,33.1,35.5,24.2
OR,Wallowa County,6.0,28.2,38.2,27.6
OR,Wasco County,13.0,27.0,39.1,21.0
OR,Washington County,7.0,17.3,30.1,45.6
OR,Wheeler County,10.4,31.9,38.1,19.6
OR,Yamhill County,9.9,23.9,37.8,28.4
PA,Pennsylvania,8.6,33.8,24.4,33.1
PA,Adams County,10.2,39.8,25.9,24.0
PA,Allegheny County,4.9,26.0,25.8,43.3
PA,Armstrong County,7.6,49.0,24.9,18.5
PA,Beaver County,5.5,36.7,31.9,25.9
PA,Bedford County,10.5,49.7,24.0,15.8
PA,Berks County,12.5,36.5,25.1,25.9
PA,Blair County,7.6,44.5,24.7,23.2
PA,Bradford County,9.8,47.5,23.2,19.5
PA,Bucks County,5.5,27.7,23.8,42.9
PA,Butler County,4.5,31.3,26.0,38.2
PA,Cambria County,7.5,44.1,26.0,22.4
PA,Cameron County,7.6,52.0,29.8,10.6
PA,Carbon County,9.7,44.9,27.7,17.7
PA,Centre County,5.6,28.2,20.3,45.9
PA,Chester County,5.5,19.8,19.4,55.2
PA,Clarion County,9.6,47.6,20.8,22.1
PA,Clearfield County,11.4,47.4,22.9,18.4
PA,Clinton County,9.9,47.5,23.2,19.3
PA,Columbia County,8.9,44.0,22.3,24.8
PA,Crawford County,9.7,47.2,22.8,20.2
PA,Cumberland County,6.7,31.6,23.4,38.2
PA,Dauphin County,9.1,32.9,25.8,32.3
PA,Delaware County,6.6,27.9,25.0,40.5
PA,Elk County,7.0,49.6,24.6,18.8
PA,Erie County,8.3,37.3,25.6,28.8
PA,Fayette County,11.0,47.9,23.3,17.9
PA,Forest County,16.6,53.4,18.8,11.2
PA,Franklin County,10.7,43.0,23.3,23.0
PA,Fulton County,11.4,49.1,23.8,15.7
PA,Greene County,11.9,44.8,25.2,18.0
PA,Huntingdon County,10.1,50.0,22.4,17.5
PA,Indiana County,8.3,41.4,24.6,25.7
PA,Jefferson County,9.5,51.2,22.9,16.4
PA,Juniata County,17.0,49.1,19.4,14.5
PA,Lackawanna County,8.4,36.1,26.0,29.4
PA,Lancaster County,13.6,34.4,22.2,29.7
PA,Lawrence County,8.2,43.6,26.7,21.5
PA,Lebanon County,12.4,42.8,22.7,22.1
PA,Lehigh County,10.3,32.2,26.1,31.5
PA,Luzerne County,9.8,38.2,28.0,24.0
PA,Lycoming County,9.4,38.5,27.8,24.3
PA,McKean County,7.4,47.1,26.0,19.5
PA,Mercer County,9.9,41.8,25.2,23.1
PA,Mifflin County,14.7,49.7,22.4,13.3
PA,Monroe County,10.3,34.4,29.2,26.1
PA,Montgomery County,5.3,22.8,21.1,50.7
PA,Montour County,8.3,35.8,20.2,35.6
PA,Northampton County,8.4,33.5,25.3,32.8
PA,Northumberland County,10.4,49.3,22.5,17.8
PA,Perry County,11.1,46.5,24.4,17.9
PA,Philadelphia County,13.4,31.4,22.7,32.5
PA,Pike County,6.9,34.1,32.2,26.8
PA,Potter County,10.5,46.4,26.8,16.3
PA,Schuylkill County,10.6,45.3,26.3,17.8
PA,Snyder County,13.5,43.7,21.2,21.6
PA,Somerset County,10.5,49.0,23.6,16.9
PA,Sullivan County,9.6,48.7,23.7,17.9
PA,Susquehanna County,9.5,46.3,24.8,19.4
PA,Tioga County,9.0,44.0,26.3,20.7
PA,Union County,11.8,42.2,19.9,26.1
PA,Venango County,8.4,47.0,25.2,19.4
PA,Warren County,6.9,46.2,27.4,19.5
PA,Washington County,6.1,36.5,25.6,31.7
PA,Wayne County,9.5,44.3,26.6,19.6
PA,Westmoreland County,5.1,35.7,28.4,30.8
PA,Wyoming County,7.1,46.3,25.7,20.9
PA,York County,9.2,38.9,26.1,25.8
RI,Rhode Island,10.9,27.9,25.9,35.3
RI,Bristol County,8.4,20.8,21.4,49.5
RI,Kent County,7.5,28.6,31.0,32.9
RI,Newport County,5.6,20.0,23.7,50.7
RI,Providence County,13.8,30.5,25.0,30.6
RI,Washington County,5.5,21.8,26.6,46.1
SC,South Carolina,11.2,28.7,30.2,29.8
SC,Abbeville County,16.3,37.0,28.5,18.2
SC,Aiken County,10.7,31.6,28.9,28.8
SC,Allendale County,23.8,39.6,26.3,10.4
SC,Anderson County,14.2,30.5,30.6,24.7
SC,Bamberg County,22.4,28.7,31.4,17.5
SC,Barnwell County,18.6,36.5,31.0,14.0
SC,Beaufort County,6.6,22.0,29.0,42.4
SC,Berkeley County,10.4,29.4,32.8,27.3
SC,Calhoun County,13.9,35.8,32.2,18.1
SC,Charleston County,7.1,21.0,25.2,46.7
SC,Cherokee County,16.7,37.5,31.3,14.6
SC,Chester County,15.4,41.5,30.2,13.0
SC,Chesterfield County,20.0,39.3,28.2,12.6
SC,Clarendon County,20.2,36.1,28.0,15.6
SC,Colleton County,14.0,42.5,27.2,16.2
SC,Darlington County,15.2,36.6,29.6,18.6
SC,Dillon County,21.3,42.5,24.1,12.2
SC,Dorchester County,9.6,26.1,34.9,29.5
SC,Edgefield County,17.9,34.4,28.3,19.4
SC,Fairfield County,15.5,42.4,26.5,15.7
SC,Florence County,13.7,32.8,29.2,24.3
SC,Georgetown County,10.3,27.6,31.4,30.7
SC,Greenville County,10.3,23.2,28.5,37.9
SC,Greenwood County,14.0,31.7,30.1,24.2
SC,Hampton County,18.5,44.1,26.4,11.0
SC,Horry County,8.9,32.8,33.7,24.5
SC,Jasper County,11.2,36.5,28.8,23.5
SC,Kershaw County,10.2,35.7,32.9,21.2
SC,Lancaster County,12.1,28.0,29.8,30.0
SC,Laurens County,17.9,35.7,29.2,17.2
SC,Lee County,17.7,39.3,27.1,15.9
SC,Lexington County,9.6,27.2,31.7,31.5
SC,McCormick County,16.5,35.2,27.5,20.7
SC,Marion County,19.6,47.6,20.5,12.3
SC,Marlboro County,20.3,48.0,23.8,8.0
SC,Newberry County,13.8,34.1,31.1,21.0
SC,Oconee County,13.9,28.5,29.8,27.9
SC,Orangeburg County,15.7,31.7,33.6,19.0
SC,Pickens County,13.4,29.6,29.9,27.1
SC,Richland County,8.2,21.7,30.5,39.7
SC,Saluda County,18.7,35.0,27.0,19.3
SC,Spartanburg County,12.5,30.8,31.8,24.9
SC,Sumter County,11.9,31.7,34.0,22.4
SC,Union County,17.2,38.1,31.1,13.6
SC,Williamsburg County,16.1,42.7,25.6,15.6
SC,York County,8.4,23.8,31.9,35.9
SD,South Dakota,7.5,30.1,32.4,30.0
SD,Aurora County,10.0,37.6,34.1,18.3
SD,Beadle County,14.2,33.7,28.1,23.9
SD,Bennett County,11.8,30.6,37.4,20.2
SD,Bon Homme County,11.4,33.4,32.4,22.8
SD,Brookings County,3.8,24.6,28.7,43.0
SD,Brown County,6.8,30.7,30.1,32.4
SD,Brule County,12.0,34.9,28.6,24.6
SD,Buffalo County,18.8,41.1,33.1,6.9
SD,Butte County,8.7,40.5,30.5,20.3
SD,Campbell County,12.7,31.0,29.2,27.2
SD,Charles Mix County,11.8,35.0,30.8,22.4
SD,Clark County,6.1,44.9,29.8,19.2
SD,Clay County,5.1,25.7,23.2,45.9
SD,Codington County,8.4,38.7,32.6,20.3
SD,Corson County,14.0,36.0,34.5,15.5
SD,Custer County,7.1,36.1,30.1,26.7
SD,Davison County,10.1,33.7,33.4,22.8
SD,Day County,8.0,38.1,32.7,21.2
SD,Deuel County,8.4,36.1,32.2,23.2
SD,Dewey County,16.6,36.5,29.8,17.1
SD,Douglas County,9.9,32.1,38.2,19.8
SD,Edmunds County,7.4,33.3,34.6,24.6
SD,Fall River County,6.6,36.2,35.2,22.1
SD,Faulk County,8.4,30.1,36.2,25.3
SD,Grant County,8.0,37.7,29.6,24.7
SD,Gregory County,9.6,38.5,32.8,19.1
SD,Haakon County,4.3,46.5,33.3,16.0
SD,Hamlin County,7.8,39.3,31.7,21.2
SD,Hand County,7.1,29.5,38.4,25.0
SD,Hanson County,4.8,36.3,40.6,18.2
SD,Harding County,5.2,34.7,37.0,23.1
SD,Hughes County,3.7,29.4,32.3,34.5
SD,Hutchinson County,9.6,30.6,34.5,25.3
SD,Hyde County,8.6,32.8,41.8,16.7
SD,Jackson County,13.7,38.6,33.4,14.2
SD,Jerauld County,8.0,44.6,28.0,19.4
SD,Jones County,5.7,34.1,21.6,38.6
SD,Kingsbury County,8.0,38.7,29.4,24.0
SD,Lake County,8.7,27.4,30.8,33.0
SD,Lawrence County,5.6,28.2,31.7,34.5
SD,Lincoln County,4.1,23.2,31.4,41.3
SD,Lyman County,8.9,33.9,31.4,25.8
SD,McCook County,8.7,35.8,29.7,25.7
SD,McPherson County,13.9,39.5,25.0,21.6
SD,Marshall County,8.7,30.9,32.4,28.1
SD,Meade County,4.5,30.3,37.3,27.9
SD,Mellette County,18.9,36.6,29.9,14.6
SD,Miner County,10.9,43.0,28.8,17.3
SD,Minnehaha County,6.8,25.8,33.9,33.5
SD,Moody County,6.0,32.0,35.4,26.7
SD,Oglala Lakota County,26.8,30.0,32.9,10.4
SD,Pennington County,5.6,28.2,33.0,33.2
SD,Perkins County,8.2,33.5,37.5,20.9
SD,Potter County,6.0,39.0,30.6,24.4
SD,Roberts County,10.2,36.2,37.6,16.1
SD,Sanborn County,8.3,43.7,30.8,17.2
SD,Spink County,9.8,31.7,32.0,26.4
SD,Stanley County,6.3,36.2,28.5,29.0
SD,Sully County,3.4,36.6,39.2,20.8
SD,Todd County,21.3,31.4,34.0,13.3
SD,Tripp County,12.0,42.1,26.7,19.2
SD,Turner County,8.5,32.9,32.7,25.9
SD,Union County,5.6,28.2,31.8,34.4
SD,Walworth County,10.0,36.0,28.8,25.1
SD,Yankton County,8.5,33.6,31.4,26.5
SD,Ziebach County,10.8,42.0,32.6,14.6
TN,Tennessee,11.2,31.6,28.2,29.0
TN,Anderson County,10.1,33.6,31.9,24.4
TN,Bedford County,16.2,41.8,24.0,18.0
TN,Benton County,15.2,48.4,24.3,12.1
TN,Bledsoe County,23.4,43.3,22.1,11.1
TN,Blount County,10.2,35.9,28.5,25.4
TN,Bradley County,12.6,31.6,32.9,22.9
TN,Campbell County,19.9,39.9,27.0,13.2
TN,Cannon County,15.5,44.6,24.9,15.0
TN,Carroll County,11.9,40.9,26.9,20.3
TN,Carter County,13.2,37.8,29.5,19.5
TN,Cheatham County,12.7,38.4,26.9,22.0
TN,Chester County,15.3,42.0,25.7,17.0
TN,Claiborne County,18.0,38.7,25.0,18.3
TN,Clay County,17.9,48.5,20.6,13.1
TN,Cocke County,16.2,47.0,24.4,12.3
TN,Coffee County,12.2,38.0,27.0,22.8
TN,Crockett County,15.8,40.6,28.0,15.5
TN,Cumberland County,11.4,39.2,32.1,17.3
TN,Davidson County,9.9,21.3,24.4,44.4
TN,Decatur County,15.6,43.0,25.6,15.8
TN,DeKalb County,19.5,39.4,21.7,19.5
TN,Dickson County,12.8,39.7,29.0,18.5
TN,Dyer County,12.1,37.3,30.3,20.2
TN,Fayette County,10.7,33.6,32.1,23.6
TN,Fentress County,19.7,39.7,24.6,16.0
TN,Franklin County,11.3,41.3,25.7,21.7
TN,Gibson County,12.9,40.0,28.9,18.2
TN,Giles County,12.4,43.9,25.4,18.3
TN,Grainger County,20.1,40.6,25.3,14.0
TN,Greene County,14.9,41.7,26.4,17.0
TN,Grundy County,21.8,41.7,21.7,14.8
TN,Hamblen County,15.2,38.6,28.1,18.0
TN,Hamilton County,9.5,25.1,31.3,34.1
TN,Hancock County,18.7,43.1,27.2,11.1
TN,Hardeman County,17.9,43.5,27.3,11.4
TN,Hardin County,15.6,44.5,23.6,16.2
TN,Hawkins County,13.4,42.6,27.8,16.2
TN,Haywood County,17.2,46.8,24.2,11.8
TN,Henderson County,13.3,46.9,26.3,13.6
TN,Henry County,14.2,44.9,22.8,18.1
TN,Hickman County,18.1,46.2,25.7,10.1
TN,Houston County,15.7,44.1,27.0,13.2
TN,Humphreys County,13.7,47.7,22.9,15.8
TN,Jackson County,18.6,45.0,23.2,13.2
TN,Jefferson County,13.6,36.3,30.8,19.2
TN,Johnson County,19.0,40.1,27.3,13.6
TN,Knox County,7.9,25.1,28.3,38.8
TN,Lake County,26.3,42.8,19.3,11.5
TN,Lauderdale County,20.4,46.5,23.8,9.2
TN,Lawrence County,13.9,43.8,26.4,15.9
TN,Lewis County,16.6,42.9,30.5,9.9
TN,Lincoln County,14.3,42.8,23.7,19.2
TN,Loudon County,12.7,31.7,27.4,28.2
TN,McMinn County,14.0,38.2,29.9,17.9
TN,McNairy County,14.8,48.0,25.2,12.0
TN,Macon County,20.2,48.9,21.9,8.9
TN,Madison County,10.5,33.2,29.2,27.0
TN,Marion County,18.5,39.1,28.4,14.0
TN,Marshall County,12.2,39.7,30.5,17.7
TN,Maury County,8.9,32.9,32.8,25.4
TN,Meigs County,16.8,44.2,28.2,10.8
TN,Monroe County,15.3,39.8,29.6,15.3
TN,Montgomery County,6.4,26.9,36.8,29.9
TN,Moore County,13.3,40.1,23.6,23.0
TN,Morgan County,18.8,45.7,24.3,11.2
TN,Obion County,17.0,45.1,22.5,15.4
TN,Overton County,18.6,46.6,21.9,12.9
TN,Perry County,22.3,44.5,24.1,9.1
TN,Pickett County,20.8,37.8,25.6,15.9
TN,Polk County,17.7,35.8,32.3,14.2
TN,Putnam County,11.1,35.4,26.8,26.6
TN,Rhea County,16.9,38.7,26.7,17.7
TN,Roane County,9.3,36.2,33.2,21.2
TN,Robertson County,12.1,39.3,28.4,20.1
TN,Rutherford County,7.7,27.5,31.3,33.5
TN,Scott County,20.1,46.2,24.0,9.7
TN,Sequatchie County,17.9,39.8,26.3,15.9
TN,Sevier County,13.4,35.4,32.4,18.8
TN,Shelby County,10.7,27.6,28.4,33.3
TN,Smith County,12.8,42.8,27.1,17.3
TN,Stewart County,13.2,40.9,25.6,20.2
TN,Sullivan County,11.7,33.3,29.3,25.7
TN,Sumner County,9.3,29.1,31.7,29.8
TN,Tipton County,11.2,36.3,33.9,18.7
TN,Trousdale County,14.2,45.7,30.6,9.5
TN,Unicoi County,13.8,36.8,33.4,16.0
TN,Union County,20.8,42.3,25.0,11.8
TN,Van Buren County,19.1,49.3,21.6,10.0
TN,Warren County,16.8,46.1,22.8,14.3
TN,Washington County,9.4,28.9,28.7,33.1
TN,Wayne County,17.5,45.1,26.1,11.4
TN,Weakley County,12.8,43.8,22.1,21.3
TN,White County,18.5,40.5,27.6,13.4
TN,Williamson County,4.2,12.9,20.9,61.9
TN,Wilson County,7.0,28.9,28.1,35.9
TX,Texas,15.2,24.5,28.8,31.5
TX,Anderson County,17.9,38.7,31.4,12.0
TX,Andrews County,23.9,31.3,25.9,18.8
TX,Angelina County,16.2,31.6,34.2,18.0
TX,Aransas County,11.3,33.0,31.0,24.8
TX,Archer County,9.3,38.1,30.1,22.5
TX,Armstrong County,7.9,27.3,38.2,26.7
TX,Atascosa County,19.3,39.8,26.1,14.8
TX,Austin County,12.8,33.7,29.6,23.9
TX,Bailey County,28.1,34.2,22.7,15.0
TX,Bandera County,9.3,28.7,34.5,27.5
TX,Bastrop County,15.6,31.3,29.9,23.1
TX,Baylor County,16.0,37.6,26.6,19.7
TX,Bee County,21.0,32.4,34.8,11.9
TX,Bell County,8.9,25.9,38.6,26.6
TX,Bexar County,14.6,24.4,31.0,30.0
TX,Blanco County,9.8,28.7,35.7,25.7
TX,Borden County,7.8,24.9,29.3,38.0
TX,Bosque County,10.5,33.2,38.0,18.4
TX,Bowie County,10.2,33.8,33.0,22.9
TX,Brazoria County,11.2,24.2,33.3,31.3
TX,Brazos County,11.3,21.0,25.6,42.2
TX,Brewster County,12.0,16.4,25.6,46.0
TX,Briscoe County,14.8,35.7,33.9,15.6
TX,Brooks County,31.5,26.5,24.0,18.0
TX,Brown County,13.1,34.8,32.7,19.4
TX,Burleson County,17.2,34.0,27.7,21.1
TX,Burnet County,11.4,30.4,30.4,27.8
TX,Caldwell County,19.9,38.5,25.6,16.0
TX,Calhoun County,17.0,32.3,33.3,17.4
TX,Callahan County,10.4,34.0,33.2,22.4
TX,Cameron County,30.5,26.1,24.4,19.0
TX,Camp County,12.6,33.7,30.9,22.8
TX,Carson County,7.5,32.3,34.2,26.1
TX,Cass County,13.1,43.0,26.6,17.3
TX,Castro County,23.6,32.3,22.2,21.8
TX,Chambers County,10.6,25.9,39.5,23.9
TX,Cherokee County,19.5,30.4,32.7,17.4
TX,Childress County,17.1,36.1,27.8,18.9
TX,Clay County,8.0,34.3,34.6,23.1
TX,Cochran County,32.6,33.3,24.5,9.7
TX,Coke County,16.2,33.4,30.0,20.4
TX,Coleman County,14.2,31.8,35.0,19.0
TX,Collin County,6.1,14.7,25.8,53.4
TX,Collingsworth County,25.4,23.1,27.8,23.6
TX,Colorado County,15.6,35.8,27.9,20.7
TX,Comal County,6.2,23.9,30.3,39.6
TX,Comanche County,14.5,32.2,34.0,19.3
TX,Concho County,24.7,37.7,24.7,12.8
TX,Cooke County,12.1,31.8,34.0,22.0
TX,Coryell County,10.8,28.8,43.0,17.3
TX,Cottle County,14.6,28.2,37.5,19.6
TX,Crane County,24.5,37.4,23.9,14.3
TX,Crockett County,20.3,38.2,25.4,16.2
TX,Crosby County,22.8,37.3,25.4,14.5
TX,Culberson County,36.3,39.1,7.4,17.2
TX,Dallam County,29.6,31.2,23.4,15.7
TX,Dallas County,19.3,22.6,25.2,33.0
TX,Dawson County,29.2,33.1,24.1,13.7
TX,Deaf Smith County,25.8,40.4,22.4,11.4
TX,Delta County,12.7,31.9,33.2,22.3
TX,Denton County,6.7,16.9,29.0,47.3
TX,DeWitt County,16.9,40.8,29.7,12.6
TX,Dickens County,16.2,32.8,30.8,20.2
TX,Dimmit County,31.4,32.5,23.1,13.0
TX,Donley County,14.0,32.1,38.2,15.7
TX,Duval County,27.6,33.4,30.1,8.8
TX,Eastland County,15.0,29.1,34.5,21.4
TX,Ector County,23.7,29.8,30.3,16.3
TX,Edwards County,21.6,21.8,35.6,21.0
TX,Ellis County,12.6,27.2,33.9,26.3
TX,El Paso County,20.2,23.8,31.3,24.7
TX,Erath County,12.4,27.8,29.0,30.9
TX,Falls County,20.5,33.5,33.3,12.7
TX,Fannin County,14.1,35.1,32.1,18.6
TX,Fayette County,11.5,38.8,26.7,23.0
TX,Fisher County,13.6,34.9,31.9,19.6
TX,Floyd County,26.3,29.6,29.1,14.9
TX,Foard County,24.3,23.4,35.3,17.0
TX,Fort Bend County,9.0,17.9,25.0,48.1
TX,Franklin County,9.7,27.5,33.6,29.2
TX,Freestone County,17.4,33.4,33.2,16.0
TX,Frio County,34.5,37.7,18.9,8.9
TX,Gaines County,38.4,32.6,18.3,10.7
TX,Galveston County,10.1,24.3,32.3,33.2
TX,Garza County,33.8,32.4,22.2,11.6
TX,Gillespie County,10.4,26.4,28.0,35.2
TX,Glasscock County,24.5,18.3,26.4,30.8
TX,Goliad County,16.3,28.7,36.8,18.1
TX,Gonzales County,23.5,43.0,19.8,13.6
TX,Gray County,19.0,33.2,33.2,14.6
TX,Grayson County,9.7,30.1,38.5,21.8
TX,Gregg County,14.1,28.1,36.5,21.2
TX,Grimes County,18.3,33.6,30.5,17.6
TX,Guadalupe County,10.7,30.3,30.3,28.7
TX,Hale County,24.8,32.0,26.5,16.7
TX,Hall County,17.4,33.0,30.3,19.3
TX,Hamilton County,13.1,35.7,29.6,21.6
TX,Hansford County,27.3,28.4,20.6,23.7
TX,Hardeman County,14.5,36.9,32.7,15.8
TX,Hardin County,11.5,39.4,30.3,18.7
TX,Harris County,18.1,22.8,26.6,32.5
TX,Harrison County,11.9,32.8,34.2,21.1
TX,Hartley County,14.0,35.5,27.4,23.1
TX,Haskell County,21.1,38.3,22.9,17.7
TX,Hays County,9.5,22.6,29.1,38.7
TX,Hemphill County,14.5,35.7,28.1,21.7
TX,Henderson County,15.2,33.6,33.0,18.2
TX,Hidalgo County,32.7,24.3,23.6,19.5
TX,Hill County,14.6,34.4,33.7,17.3
TX,Hockley County,23.5,26.4,33.1,17.0
TX,Hood County,8.1,28.1,33.4,30.4
TX,Hopkins County,13.8,34.8,30.4,21.0
TX,Houston County,20.4,36.6,28.7,14.3
TX,Howard County,19.5,33.9,32.9,13.7
TX,Hudspeth County,50.3,22.9,18.3,8.4
TX,Hunt County,12.7,35.0,31.0,21.3
TX,Hutchinson County,13.7,33.0,36.7,16.6
TX,Irion County,11.3,26.3,44.1,18.3
TX,Jack County,18.4,38.2,28.6,14.8
TX,Jackson County,19.4,33.1,32.0,15.5
TX,Jasper County,15.5,43.8,27.6,13.1
TX,Jeff Davis County,13.4,17.9,41.5,27.2
TX,Jefferson County,15.1,32.0,33.7,19.1
TX,Jim Hogg County,27.2,36.5,23.2,13.2
TX,Jim Wells County,21.1,37.5,25.8,15.6
TX,Johnson County,13.7,35.3,30.6,20.5
TX,Jones County,19.3,38.8,29.8,12.1
TX,Karnes County,24.9,37.0,22.1,15.9
TX,Kaufman County,13.6,29.7,34.5,22.2
TX,Kendall County,6.7,14.7,31.1,47.5
TX,Kenedy County,81.6,14.6,0.0,3.9
TX,Kent County,11.1,23.8,32.3,32.8
TX,Kerr County,9.8,28.6,32.4,29.1
TX,Kimble County,14.3,28.8,28.8,28.1
TX,King County,23.5,35.5,15.7,25.3
TX,Kinney County,15.0,25.7,42.6,16.7
TX,Kleberg County,19.4,32.9,24.8,23.0
TX,Knox County,19.0,31.2,34.9,14.9
TX,Lamar County,12.6,34.3,33.7,19.5
TX,Lamb County,23.7,35.9,27.7,12.6
TX,Lampasas County,8.6,31.0,42.2,18.2
TX,La Salle County,31.2,45.1,16.0,7.7
TX,Lavaca County,13.7,39.6,28.8,17.9
TX,Lee County,12.9,40.3,32.5,14.3
TX,Leon County,16.6,36.1,30.1,17.2
TX,Liberty County,21.9,38.9,29.3,9.9
TX,Limestone County,15.5,34.9,33.9,15.7
TX,Lipscomb County,14.1,29.9,30.5,25.5
TX,Live Oak County,23.3,31.8,32.1,12.8
TX,Llano County,10.9,26.4,32.0,30.8
TX,Loving County,5.8,17.3,76.9,0.0
TX,Lubbock County,12.1,25.9,29.8,32.1
TX,Lynn County,21.0,28.5,27.4,23.1
TX,McCulloch County,19.5,33.0,33.5,14.0
TX,McLennan County,13.6,26.9,33.2,26.3
TX,McMullen County,10.2,46.6,27.9,15.4
TX,Madison County,21.7,39.3,27.2,11.8
TX,Marion County,13.0,39.8,31.9,15.3
TX,Martin County,19.3,33.4,26.4,21.0
TX,Mason County,17.6,20.4,27.0,34.9
TX,Matagorda County,18.6,29.6,31.9,19.8
TX,Maverick County,36.4,26.3,21.2,16.0
TX,Medina County,14.2,32.1,31.2,22.6
TX,Menard County,17.9,25.4,29.5,27.2
TX,Midland County,15.5,24.2,31.5,28.8
TX,Milam County,13.9,41.0,28.9,16.2
TX,Mills County,14.7,30.9,29.7,24.7
TX,Mitchell County,17.8,43.3,29.0,9.9
TX,Montague County,13.5,36.7,32.3,17.5
TX,Montgomery County,10.4,23.1,30.1,36.4
TX,Moore County,32.9,31.2,23.0,12.9
TX,Morris County,10.1,42.0,35.1,12.9
TX,Motley County,13.4,29.2,35.8,21.6
TX,Nacogdoches County,14.7,30.5,30.1,24.7
TX,Navarro County,19.8,30.0,33.5,16.6
TX,Newton County,17.9,43.1,30.7,8.3
TX,Nolan County,17.7,33.0,33.0,16.3
TX,Nueces County,15.9,29.4,32.8,21.9
TX,Ochiltree County,23.3,33.5,24.3,18.8
TX,Oldham County,12.6,31.3,32.3,23.8
TX,Orange County,11.0,36.1,36.1,16.8
TX,Palo Pinto County,13.1,36.5,32.8,17.5
TX,Panola County,17.3,30.2,39.0,13.5
TX,Parker County,10.3,27.3,33.4,28.9
TX,Parmer County,26.7,26.3,29.0,18.0
TX,Pecos County,25.0,37.7,25.8,11.5
TX,Polk County,19.6,37.4,29.9,13.1
TX,Potter County,23.5,31.5,29.2,15.8
TX,Presidio County,47.9,12.9,21.4,17.8
TX,Rains County,13.6,36.5,31.1,18.8
